TripId,DateId,StationId,TruckId,Waste
23582,1,47,170,39.75
23583,1,82,213,36.72
23584,1,81,191,31.85
23585,1,81,198,36.53
23586,1,81,194,32.78
23587,1,81,198,41.44
23588,1,47,170,31
23589,1,82,213,40.62
23590,1,48,184,30.72
23591,1,82,211,44.65
23592,1,81,194,37.87
23593,1,82,211,44.54
23594,1,48,184,32.19
23595,1,47,179,37.3
23596,1,47,178,42.5
23597,1,48,184,39.97
23598,1,47,170,40.93
23599,1,47,170,44.34
23600,1,82,213,44.25
23601,1,82,211,33.79
23602,1,48,182,37.61
23603,1,48,188,39.95
23604,1,81,198,42.79
23605,1,48,188,35.32
23606,1,81,198,36.67
23607,1,81,198,31.53
23608,1,81,192,42.08
23609,1,47,179,34.85
23610,1,82,211,34.46
23611,1,82,211,43.73
23612,1,81,191,40.45
23613,1,47,170,42.16
23614,1,82,211,33.16
23615,1,48,182,44.36
23616,1,82,211,35.71
23617,1,48,184,40.71
23618,1,81,191,35.82
23619,1,82,211,40.26
23620,1,48,184,44.39
23621,1,47,178,38.9
23622,1,48,182,41.93
23623,1,48,188,31.75
23624,1,82,211,31.95
23625,1,47,179,44.79
23626,1,82,213,35.55
23627,1,83,229,44
23628,1,19,238,37.73
23629,1,21,240,34.46
23630,1,21,245,30.02
23631,1,19,230,30.14
23632,1,83,229,35.37
23633,1,83,229,43.76
23634,1,83,217,42.85
23635,1,19,233,43.93
23636,1,21,244,43.01
23637,1,21,246,31.7
23638,1,19,233,40.67
23639,1,83,229,42.9
23640,1,19,238,38.69
23641,1,19,233,38.72
23642,1,21,244,39.65
23643,1,19,238,42.59
23644,1,83,229,34.64
23645,1,19,238,40.38
23646,1,21,240,35
23647,1,19,230,44.44
23648,1,21,245,34.39
23649,1,21,245,30.75
23650,1,21,244,35.87
23651,1,21,246,35.76
23652,1,83,229,42.37
23653,1,83,229,33.62
23654,1,83,217,37.35
23655,1,21,245,31.73
23656,1,21,240,44.1
23657,1,19,232,44.57
23658,1,21,244,35.51
23659,1,19,233,35.89
23660,1,19,232,33.51
23661,1,19,233,37.43
23662,1,19,230,42.31
23663,1,83,217,36.97
23664,1,21,244,32.35
23665,1,83,217,38.07
23666,1,19,238,39.91
23667,1,19,238,38.73
23668,1,19,238,32.33
23669,1,83,217,30.63
23670,1,19,233,39.59
23671,1,21,246,34.92
23672,1,21,240,42.53
23673,1,19,238,30.96
23674,1,19,232,30.13
23675,1,83,229,30.79
23676,1,19,232,44.49
23677,1,19,232,44.1
23678,1,19,230,42.43
23679,1,83,229,35.78
23680,1,21,245,39.5
23681,1,83,229,35.88
23682,1,21,244,36.82
23683,1,21,245,38.74
23684,1,83,217,32.8
23685,1,19,230,42.29
23686,1,21,246,32.08
23687,1,83,217,31.5
23688,1,19,233,41.76
23689,1,19,232,42.55
23690,1,83,217,39.23
23691,1,19,230,43.57
23692,1,21,244,42.6
23693,1,83,217,30.15
23694,1,21,245,30.59
23695,1,19,233,43.32
23696,1,83,217,32.05
23697,1,21,240,39.11
23698,1,19,232,40.62
23699,1,19,233,40.52
23700,1,83,229,35.95
23701,1,83,217,40.68
23702,1,19,238,33.7
23703,1,57,274,39.83
23704,1,44,301,40.98
23705,1,57,275,33.81
23706,1,32,291,35.26
23707,1,31,277,40.07
23708,1,84,265,36.62
23709,1,84,262,38.67
23710,1,57,275,30.51
23711,1,32,290,41.75
23712,1,44,299,33.03
23713,1,84,266,34.12
23714,1,31,277,31.59
23715,1,57,275,35.74
23716,1,31,283,40.02
23717,1,84,266,39.6
23718,1,32,286,41.79
23719,1,44,299,39.18
23720,1,84,266,30.34
23721,1,31,276,44.85
23722,1,57,270,30.31
23723,1,86,255,44.36
23724,1,57,270,41.91
23725,1,32,286,31.43
23726,1,44,297,37.35
23727,1,84,265,37.1
23728,1,31,277,35.79
23729,1,44,301,35.02
23730,1,32,286,42.87
23731,1,44,298,30.72
23732,1,32,288,30.78
23733,1,84,266,37.13
23734,1,84,266,30.49
23735,1,57,274,42.73
23736,1,31,276,35.16
23737,1,32,291,37.37
23738,1,32,288,32.26
23739,1,44,298,31.99
23740,1,86,251,43.5
23741,1,32,288,44.43
23742,1,86,251,44.02
23743,1,31,277,33.34
23744,1,84,265,39.91
23745,1,32,288,35.54
23746,1,31,276,37.26
23747,1,84,265,41.39
23748,1,32,291,42.29
23749,1,44,297,32.99
23750,1,57,274,34.58
23751,1,31,277,30.89
23752,1,31,277,34.09
23753,1,57,274,42.28
23754,1,57,270,32.44
23755,1,57,275,41.57
23756,1,31,277,43.68
23757,1,32,291,41.53
23758,1,44,299,38.65
23759,1,86,255,38.09
23760,1,84,261,40.22
23761,1,86,257,40.23
23762,1,84,265,31.83
23763,1,86,251,38.02
23764,1,31,283,36.02
23765,1,44,301,33.82
23766,1,86,252,30.89
23767,1,84,266,44.29
23768,1,57,275,40.59
23769,1,32,286,41.8
23770,1,31,276,33.63
23771,1,84,261,44.27
23772,1,32,291,42.51
23773,1,31,280,34.35
23774,1,57,270,34.2
23775,1,44,297,42.97
23776,1,57,272,43.27
23777,1,57,275,36.09
23778,1,84,261,34.21
23779,2,43,148,35.06
23780,2,71,133,40.62
23781,2,46,169,37.82
23782,2,46,169,37.82
23783,2,71,133,43.28
23784,2,97,122,37.07
23785,2,40,134,44.67
23786,2,97,121,35.28
23787,2,71,125,37.39
23788,2,40,135,36.12
23789,2,40,134,40.02
23790,2,40,134,44.56
23791,2,46,162,36.83
23792,2,46,162,31.16
23793,2,40,136,36.19
23794,2,40,136,41.18
23795,2,71,126,44.38
23796,2,71,130,41.81
23797,2,71,126,35.66
23798,2,97,120,41.57
23799,2,71,133,35.1
23800,2,46,161,39.43
23801,2,40,134,44.18
23802,2,97,120,40.13
23803,2,97,121,34.78
23804,2,46,168,36.15
23805,2,71,126,41.85
23806,2,43,143,43.96
23807,2,43,144,30.56
23808,2,71,130,30.06
23809,2,71,125,30.63
23810,2,71,126,36.17
23811,2,43,144,38.51
23812,2,43,143,41.06
23813,2,97,115,37.15
23814,2,46,169,40.1
23815,2,71,126,36.35
23816,2,71,133,31.85
23817,2,71,133,39.32
23818,2,77,150,37.23
23819,2,43,144,35.46
23820,2,71,133,35.69
23821,2,40,136,39.97
23822,2,71,130,31.1
23823,2,40,136,38.13
23824,2,97,121,32.19
23825,2,97,115,39.82
23826,2,97,121,38.86
23827,2,46,161,31.1
23828,2,71,133,30.55
23829,2,71,126,34.86
23830,2,97,120,30.17
23831,2,77,152,43.68
23832,2,40,136,37.45
23833,2,71,130,44.18
23834,2,77,150,35.8
23835,2,46,162,41.78
23836,2,43,144,30.55
23837,2,46,168,44.22
23838,2,77,160,35.56
23839,2,77,157,36.8
23840,2,97,115,31.69
23841,2,46,169,37.12
23842,2,71,133,37.68
23843,2,71,133,44.53
23844,2,40,136,38.7
23845,2,40,134,35.65
23846,2,46,162,37.31
23847,2,43,144,30.53
23848,2,43,144,38.53
23849,2,97,121,32.92
23850,2,43,143,40.77
23851,2,43,143,34.07
23852,2,77,157,36.39
23853,2,97,115,33.81
23854,2,43,144,36.16
23855,2,81,194,33.63
23856,2,47,170,34.92
23857,2,47,179,31.35
23858,2,81,192,31.09
23859,2,47,178,40.21
23860,2,48,188,38.1
23861,2,82,213,32.38
23862,2,47,178,37.63
23863,2,48,189,36.99
23864,2,48,182,38.38
23865,2,47,179,35.78
23866,2,47,170,36.81
23867,2,47,179,37.55
23868,2,48,182,33.1
23869,2,48,189,36.63
23870,2,82,213,44.87
23871,2,48,188,32.31
23872,2,81,198,33.37
23873,2,48,184,33.64
23874,2,47,179,40.98
23875,2,47,179,34.05
23876,2,47,179,30.76
23877,2,82,211,34.53
23878,2,48,188,33.91
23879,2,47,178,40.94
23880,2,47,179,31.75
23881,2,81,194,37.59
23882,2,81,198,39.05
23883,2,81,194,44.41
23884,2,48,182,39.01
23885,2,48,189,36.94
23886,2,48,182,38.86
23887,2,81,194,33.33
23888,2,47,170,39.73
23889,2,47,178,32.19
23890,2,82,211,44.23
23891,2,48,182,31.61
23892,2,47,179,35.26
23893,2,82,213,36.58
23894,2,47,178,35.1
23895,2,82,213,30.5
23896,2,81,192,42.16
23897,2,82,213,34.96
23898,2,47,179,32.47
23899,2,81,191,36.29
23900,2,82,211,37.03
23901,2,82,213,33.78
23902,2,48,182,37.95
23903,2,47,179,33.67
23904,2,82,213,38.02
23905,2,81,191,32.76
23906,2,47,178,43.45
23907,2,81,192,37.84
23908,2,81,194,33.78
23909,2,48,182,38.11
23910,2,81,194,34.04
23911,2,82,211,44.2
23912,2,47,170,41.33
23913,2,47,170,36.65
23914,2,47,179,33.69
23915,2,81,191,40.13
23916,2,47,178,31.86
23917,2,48,182,31.83
23918,2,48,189,42.61
23919,2,81,192,32.28
23920,2,48,188,42.06
23921,2,48,184,33.85
23922,2,48,182,39.82
23923,2,82,213,41.33
23924,2,47,178,39.96
23925,2,48,182,41.88
23926,2,81,198,34.51
23927,2,81,194,39.97
23928,2,48,182,30.92
23929,2,47,170,34.71
23930,2,82,213,37.47
23931,2,21,246,33.39
23932,2,83,229,43.49
23933,2,19,238,30.42
23934,2,83,229,40.35
23935,2,21,240,37.89
23936,2,83,217,44.66
23937,2,21,246,41.22
23938,2,21,246,41.8
23939,2,19,232,32.94
23940,2,19,232,38.55
23941,2,83,217,31.34
23942,2,21,245,38.01
23943,2,21,245,42.91
23944,2,83,217,30.15
23945,2,19,230,30.92
23946,2,21,240,44.76
23947,2,83,229,32.98
23948,2,19,233,32.79
23949,2,21,245,30.11
23950,2,19,233,41.86
23951,2,83,229,39.84
23952,2,21,240,42.78
23953,2,83,229,34.34
23954,2,19,238,42.23
23955,2,19,230,38.8
23956,2,21,240,37.01
23957,2,21,240,32.57
23958,2,83,217,42.76
23959,2,19,230,36.88
23960,2,21,240,39.24
23961,2,21,240,34.49
23962,2,19,238,40.35
23963,2,19,238,43.58
23964,2,19,232,36.65
23965,2,19,232,41.1
23966,2,21,240,30.67
23967,2,19,233,38.11
23968,2,83,229,34.77
23969,2,83,217,34.01
23970,2,21,245,44.85
23971,2,83,217,40.18
23972,2,21,246,34.37
23973,2,21,244,33.26
23974,2,19,230,42.23
23975,2,19,232,35.11
23976,2,19,233,43.9
23977,2,83,229,37.78
23978,2,83,217,34.06
23979,2,21,245,33.28
23980,2,21,246,32.79
23981,2,83,229,40.86
23982,2,19,230,35.98
23983,2,21,240,32.26
23984,2,83,229,39.83
23985,2,21,244,38.35
23986,2,19,232,44.01
23987,2,83,217,35.22
23988,2,19,238,30.65
23989,2,83,229,37.46
23990,2,19,232,43.36
23991,2,21,240,38.53
23992,2,19,232,40.36
23993,2,83,229,35.02
23994,2,83,229,35.06
23995,2,19,238,44.7
23996,2,19,233,43.93
23997,2,21,240,36.85
23998,2,83,217,30.99
23999,2,21,246,43.89
24000,2,83,229,41.86
24001,2,83,229,31.87
24002,2,19,232,34.46
24003,2,19,238,39.08
24004,2,19,238,39.85
24005,2,83,217,38.67
24006,2,21,240,30.66
24007,2,57,272,41.36
24008,2,86,255,34.42
24009,2,31,280,31.55
24010,2,57,274,43.68
24011,2,31,280,35.61
24012,2,84,265,39.18
24013,2,44,298,36.45
24014,2,86,251,33.78
24015,2,57,272,40.57
24016,2,31,280,41.45
24017,2,44,301,35.78
24018,2,57,275,42.09
24019,2,32,291,34.79
24020,2,44,298,30.97
24021,2,57,274,39.45
24022,2,86,251,31.72
24023,2,32,288,38.59
24024,2,57,272,32.7
24025,2,44,298,41.14
24026,2,57,270,31.85
24027,2,84,262,41.39
24028,2,31,283,31.4
24029,2,57,272,35.72
24030,2,57,272,36.34
24031,2,32,288,30.5
24032,2,57,274,40.13
24033,2,32,286,39.64
24034,2,44,298,32.12
24035,2,44,297,37.68
24036,2,86,257,32.37
24037,2,32,290,41.78
24038,2,86,257,32.89
24039,2,31,276,37.23
24040,2,31,276,41.79
24041,2,86,251,31.23
24042,2,32,288,33.5
24043,2,31,280,44.9
24044,2,84,261,38.42
24045,2,86,252,40.67
24046,2,84,261,35.77
24047,2,32,288,32.18
24048,2,57,272,42.17
24049,2,84,265,33.81
24050,2,57,272,39.56
24051,2,86,255,35.89
24052,2,31,280,37.54
24053,2,44,301,40.66
24054,2,57,274,39.76
24055,2,86,257,31.03
24056,2,31,276,36.08
24057,2,84,262,39.8
24058,2,44,298,35.9
24059,2,31,277,33.31
24060,2,57,275,33.45
24061,2,86,252,40.33
24062,2,31,276,37.1
24063,2,86,255,33.17
24064,2,57,270,30.48
24065,2,86,252,39.83
24066,2,32,290,31.31
24067,2,57,275,38.93
24068,2,84,266,44.73
24069,2,44,298,43.81
24070,2,31,276,44.13
24071,2,31,277,31.94
24072,2,44,298,33.91
24073,2,32,286,35.57
24074,2,44,298,32.78
24075,2,31,283,44.44
24076,2,32,288,40.58
24077,2,86,251,38.15
24078,2,86,252,38.48
24079,2,57,272,40.97
24080,2,44,301,34.68
24081,2,86,252,37.03
24082,2,31,276,42.48
24083,3,97,122,32.51
24084,3,71,125,38.31
24085,3,43,143,37.81
24086,3,97,122,30.17
24087,3,43,148,37.77
24088,3,97,122,34.34
24089,3,77,157,32.86
24090,3,43,144,37.55
24091,3,40,137,33.45
24092,3,43,145,37.55
24093,3,77,152,36.25
24094,3,40,134,38.64
24095,3,40,137,42.43
24096,3,71,133,31.83
24097,3,71,126,43.16
24098,3,77,150,43.23
24099,3,46,168,40.76
24100,3,77,152,36.19
24101,3,40,134,31.52
24102,3,43,143,35.46
24103,3,97,120,34.79
24104,3,97,120,39.03
24105,3,71,125,43.89
24106,3,43,145,31.05
24107,3,40,137,30.09
24108,3,40,134,41.95
24109,3,77,152,31.43
24110,3,40,134,41.58
24111,3,40,135,38.95
24112,3,71,133,33.95
24113,3,71,133,35.47
24114,3,40,136,31.79
24115,3,71,130,31.87
24116,3,71,133,40.45
24117,3,40,136,41.37
24118,3,77,150,36.16
24119,3,77,157,39.78
24120,3,40,137,43.47
24121,3,46,162,38.87
24122,3,40,134,30.34
24123,3,43,148,44.5
24124,3,97,115,43.63
24125,3,71,125,31.4
24126,3,97,115,44.68
24127,3,43,143,33.86
24128,3,46,161,30.76
24129,3,71,125,36.56
24130,3,46,161,40.53
24131,3,71,133,31.89
24132,3,40,135,31.27
24133,3,46,169,36.16
24134,3,71,125,34.38
24135,3,40,136,31.57
24136,3,77,160,41.67
24137,3,43,145,39.06
24138,3,40,134,42.05
24139,3,43,148,41.86
24140,3,40,134,37.68
24141,3,97,122,30.78
24142,3,71,130,38.47
24143,3,97,121,33.8
24144,3,71,126,30.38
24145,3,77,152,31.09
24146,3,46,161,44.97
24147,3,77,150,40.37
24148,3,43,148,42.03
24149,3,46,169,43.22
24150,3,43,144,33.31
24151,3,46,168,38.29
24152,3,77,150,43.83
24153,3,40,135,43.51
24154,3,43,148,41.72
24155,3,71,133,41.26
24156,3,43,143,41.96
24157,3,97,115,30.27
24158,3,97,115,36.56
24159,3,81,194,30.75
24160,3,82,213,38.11
24161,3,48,188,41.09
24162,3,47,170,44.25
24163,3,82,211,34.61
24164,3,48,182,44.22
24165,3,81,194,32.45
24166,3,81,198,34.53
24167,3,81,198,39.63
24168,3,82,213,35.81
24169,3,47,178,38.56
24170,3,81,198,40.29
24171,3,47,178,43.89
24172,3,48,184,33.1
24173,3,81,191,35.72
24174,3,81,191,36.04
24175,3,82,213,43.76
24176,3,81,192,44.17
24177,3,47,179,40.35
24178,3,81,198,30.46
24179,3,81,192,34.27
24180,3,82,213,41.56
24181,3,81,191,30.65
24182,3,48,184,31.07
24183,3,81,191,35.9
24184,3,81,191,40.44
24185,3,48,182,40.78
24186,3,47,179,32.89
24187,3,47,170,33.33
24188,3,48,189,42.4
24189,3,47,170,39
24190,3,82,213,43.1
24191,3,81,191,40.94
24192,3,81,198,33.91
24193,3,82,213,33.43
24194,3,47,178,40.6
24195,3,82,213,37.52
24196,3,82,213,39.83
24197,3,47,179,35.97
24198,3,47,178,39.43
24199,3,81,194,42.99
24200,3,81,191,41.27
24201,3,81,192,35.02
24202,3,81,191,35.21
24203,3,81,192,44.84
24204,3,82,213,32.21
24205,3,81,198,35.06
24206,3,47,170,31.99
24207,3,47,178,38.05
24208,3,82,211,38.41
24209,3,81,192,30.27
24210,3,82,211,43.46
24211,3,48,189,43.67
24212,3,47,178,36.14
24213,3,48,189,33.91
24214,3,82,213,36.89
24215,3,48,184,37.62
24216,3,82,211,44.88
24217,3,47,170,41.55
24218,3,48,189,32.23
24219,3,82,213,37.98
24220,3,48,189,34.52
24221,3,47,170,40.29
24222,3,47,179,31.37
24223,3,47,170,35.67
24224,3,81,194,40.66
24225,3,47,179,41.87
24226,3,47,178,41.56
24227,3,47,178,44.02
24228,3,82,211,43.32
24229,3,82,213,38.89
24230,3,48,182,36.88
24231,3,81,194,30.86
24232,3,81,194,44.67
24233,3,47,170,36.42
24234,3,47,170,35.47
24235,3,83,217,33.23
24236,3,21,245,41.54
24237,3,19,230,32.11
24238,3,21,244,35.33
24239,3,21,244,32.59
24240,3,83,217,41.5
24241,3,21,246,40.15
24242,3,21,245,40.46
24243,3,19,238,40.95
24244,3,21,240,44.77
24245,3,83,229,39.23
24246,3,21,246,32.42
24247,3,21,240,39.67
24248,3,19,230,31.84
24249,3,21,240,32.12
24250,3,19,233,40.91
24251,3,83,229,44.9
24252,3,19,230,31.29
24253,3,83,217,36.99
24254,3,19,230,33.41
24255,3,83,229,39.05
24256,3,21,246,33.58
24257,3,19,238,41.12
24258,3,83,217,37.97
24259,3,21,244,33.89
24260,3,19,232,35.37
24261,3,83,229,44.57
24262,3,21,246,33.44
24263,3,21,246,42.58
24264,3,83,217,36
24265,3,19,232,36.49
24266,3,21,240,35.61
24267,3,19,230,40.32
24268,3,83,217,41.91
24269,3,19,238,44.36
24270,3,19,230,34.2
24271,3,83,229,44.34
24272,3,21,246,39.47
24273,3,19,230,31.32
24274,3,21,240,36.91
24275,3,83,229,37.81
24276,3,19,238,44.16
24277,3,21,246,31.28
24278,3,83,229,39.39
24279,3,19,232,33.41
24280,3,19,230,38.21
24281,3,83,229,44.45
24282,3,19,232,39.59
24283,3,19,238,36.17
24284,3,21,245,37.34
24285,3,19,232,36.96
24286,3,21,245,35.94
24287,3,19,233,38.61
24288,3,19,232,35.16
24289,3,19,233,34.14
24290,3,21,240,39.42
24291,3,19,230,41.43
24292,3,21,244,30.99
24293,3,21,240,37.17
24294,3,83,217,41.3
24295,3,19,232,44.75
24296,3,83,217,40.25
24297,3,19,233,30.04
24298,3,21,240,36.62
24299,3,19,232,36.08
24300,3,19,232,34.61
24301,3,19,230,33.94
24302,3,83,229,41.87
24303,3,19,230,39.18
24304,3,19,238,38
24305,3,83,229,33.38
24306,3,83,229,31.69
24307,3,83,229,32.12
24308,3,83,217,31.31
24309,3,21,244,44.44
24310,3,19,233,40.21
24311,3,57,270,41.28
24312,3,84,265,34.5
24313,3,57,272,36.15
24314,3,32,286,40.03
24315,3,44,297,42.85
24316,3,31,277,43.04
24317,3,32,291,43.86
24318,3,44,297,40.94
24319,3,57,275,32.48
24320,3,86,255,34.81
24321,3,86,255,33.94
24322,3,32,290,42.13
24323,3,32,290,44.83
24324,3,86,257,40.99
24325,3,57,275,31.31
24326,3,57,274,33.03
24327,3,84,261,38.57
24328,3,86,257,44.55
24329,3,44,301,44.95
24330,3,31,276,40.63
24331,3,32,290,43.04
24332,3,31,277,34.89
24333,3,32,290,36.21
24334,3,86,251,34.25
24335,3,44,297,40.07
24336,3,57,275,40.2
24337,3,44,301,30.34
24338,3,57,270,36.47
24339,3,31,283,31.09
24340,3,57,275,42.8
24341,3,32,286,44.05
24342,3,86,255,33.84
24343,3,57,272,38.6
24344,3,32,286,41.16
24345,3,84,261,44.24
24346,3,84,266,40.51
24347,3,57,272,38.49
24348,3,31,276,40.66
24349,3,86,252,34
24350,3,44,301,40.98
24351,3,57,274,42.53
24352,3,44,299,31.91
24353,3,84,265,30.4
24354,3,86,251,36.25
24355,3,32,288,37.11
24356,3,86,252,31.93
24357,3,32,288,42.05
24358,3,44,299,35.32
24359,3,84,266,40.71
24360,3,84,266,43.98
24361,3,84,262,30.23
24362,3,86,252,34.59
24363,3,44,299,34.46
24364,3,31,280,38.45
24365,3,86,257,43.14
24366,3,84,265,35.59
24367,3,84,266,41.67
24368,3,84,266,30.92
24369,3,57,272,44.89
24370,3,44,297,41.68
24371,3,84,266,40.72
24372,3,84,265,34.57
24373,3,86,255,35.74
24374,3,57,270,43.71
24375,3,86,257,31.73
24376,3,44,298,41.03
24377,3,57,272,33.68
24378,3,44,298,31.92
24379,3,32,286,42.52
24380,3,32,291,43.07
24381,3,57,275,34.63
24382,3,86,257,37.27
24383,3,32,290,39.17
24384,3,86,252,35.72
24385,3,57,270,44.32
24386,3,84,261,41.56
24387,4,77,150,35.61
24388,4,40,135,38.27
24389,4,43,145,42.35
24390,4,71,126,33.97
24391,4,43,143,34.88
24392,4,46,162,30.8
24393,4,46,161,33.67
24394,4,40,137,44.18
24395,4,77,152,43.77
24396,4,77,157,44.25
24397,4,40,134,31.62
24398,4,77,160,30.18
24399,4,71,133,32.65
24400,4,97,115,33.74
24401,4,71,130,31.69
24402,4,40,137,32.7
24403,4,77,157,44.29
24404,4,43,148,41.96
24405,4,97,115,42.04
24406,4,46,169,30.43
24407,4,43,143,43.71
24408,4,97,120,38.92
24409,4,40,136,33.37
24410,4,46,161,39.72
24411,4,46,169,39.16
24412,4,40,135,30.64
24413,4,43,143,37.01
24414,4,43,148,33.31
24415,4,71,125,43.21
24416,4,77,150,33.97
24417,4,77,160,44.69
24418,4,77,150,39.29
24419,4,40,135,32.86
24420,4,77,160,30.09
24421,4,43,145,39.5
24422,4,40,136,32.1
24423,4,46,169,36.9
24424,4,40,136,40.96
24425,4,77,150,35.89
24426,4,43,145,31
24427,4,40,136,36.71
24428,4,43,144,43.1
24429,4,40,136,32.05
24430,4,77,152,41.76
24431,4,77,152,37.98
24432,4,71,126,42.73
24433,4,46,168,40.02
24434,4,77,160,30.07
24435,4,71,133,35.56
24436,4,40,136,35.57
24437,4,71,125,30.9
24438,4,97,120,36.96
24439,4,43,144,37.62
24440,4,43,148,38.06
24441,4,46,169,33.92
24442,4,43,143,35.8
24443,4,46,161,42.67
24444,4,40,134,30.4
24445,4,77,157,37.84
24446,4,77,150,31.61
24447,4,97,120,36.02
24448,4,97,121,36.78
24449,4,46,169,33.8
24450,4,40,136,38.23
24451,4,71,126,38.49
24452,4,43,144,39.08
24453,4,40,136,35.39
24454,4,40,136,43.66
24455,4,43,144,34.08
24456,4,40,136,38.29
24457,4,43,143,32.33
24458,4,97,115,41.4
24459,4,97,122,33.45
24460,4,71,125,44.28
24461,4,46,169,39.35
24462,4,71,133,31.69
24463,4,48,184,30.01
24464,4,48,188,32.81
24465,4,48,188,34.9
24466,4,82,211,32.28
24467,4,82,211,39.61
24468,4,48,182,43.7
24469,4,82,211,39.32
24470,4,48,188,42.15
24471,4,47,178,36.02
24472,4,82,213,40.92
24473,4,82,213,37.93
24474,4,81,194,34.64
24475,4,47,178,35.9
24476,4,48,182,39.87
24477,4,48,188,35.94
24478,4,47,170,31.64
24479,4,48,182,30.93
24480,4,81,194,36.46
24481,4,82,213,30.78
24482,4,81,192,39.42
24483,4,47,178,35.88
24484,4,82,211,37.08
24485,4,81,191,34.7
24486,4,48,184,41.53
24487,4,48,189,43.91
24488,4,48,184,37.38
24489,4,48,188,44.02
24490,4,47,178,35.48
24491,4,82,211,32.05
24492,4,81,191,36.35
24493,4,47,170,32.36
24494,4,48,184,37.05
24495,4,47,170,30.26
24496,4,48,182,34.48
24497,4,48,182,43.5
24498,4,81,198,41.09
24499,4,82,211,32.29
24500,4,47,179,31.75
24501,4,48,182,39.35
24502,4,47,178,43.61
24503,4,81,191,34.38
24504,4,47,179,33.03
24505,4,82,213,30.73
24506,4,47,178,36.58
24507,4,82,211,31.65
24508,4,48,189,43.3
24509,4,82,213,40.7
24510,4,48,188,37.63
24511,4,81,198,32.62
24512,4,81,198,32.87
24513,4,48,182,38.41
24514,4,82,213,38.83
24515,4,48,182,34.46
24516,4,81,198,37.39
24517,4,47,178,39.15
24518,4,81,191,31.27
24519,4,81,198,34.06
24520,4,81,192,34.21
24521,4,82,213,33.95
24522,4,47,178,37.77
24523,4,82,213,34.68
24524,4,81,192,43.04
24525,4,48,189,42.81
24526,4,81,192,37.36
24527,4,82,213,38.75
24528,4,48,182,42.32
24529,4,82,211,39.64
24530,4,48,184,39.86
24531,4,81,194,38.49
24532,4,47,178,43.27
24533,4,47,170,43.59
24534,4,82,213,40.23
24535,4,82,211,35.94
24536,4,82,213,39.23
24537,4,81,194,33.08
24538,4,81,194,33.43
24539,4,83,217,43.53
24540,4,21,240,39.53
24541,4,21,245,33.35
24542,4,21,246,36.55
24543,4,19,230,30.78
24544,4,83,229,33.52
24545,4,19,238,39.55
24546,4,83,229,34.75
24547,4,21,246,39.53
24548,4,83,217,33.82
24549,4,83,229,40.74
